id,name,mail_address_1,mail_address_2,city,state,country,zip,phone,fitter,retailer,longitude,latitude,created_at,updated_at,place_id,website,formatted_address,google_places_name,email,duplicate_domain,source_brand,source_url,added_to_ac,sent_email
2875,White Mountain Golf Course Pro Shop,1501 Clubhouse Dr,"Rock Springs, WY 82901-3457",Rock Springs,WY,UNITED STATES,82901-3457,307-352-1415,true,true,,,,,,http://www.rswy.net/department/division.php?fDD=7-75,"1501 Clubhouse Dr, Rock Springs, WY 82901, USA",White Mountain Golf Course,,,,,,
2876,Butler National Golf Club,2616 York Rd,"Oak Brook, IL 60523-2364",Oak Brook,IL,UNITED STATES,60523-2364,630-990-3333,true,true,,,,,,https://www.butlernational.org/,"2616 York Rd, Oak Brook, IL 60523, USA",Butler National Golf Club,,,,,,
2877,The Chicago Highlands Club,2 Bluebird Trl,"Westchester, IL 60154-5051",Westchester,IL,UNITED STATES,60154-5051,708-947-2190 ,true,true,,,,,,http://chicagohighlands.com/,"2 Bluebird Trail, Westchester, IL 60154, USA",Chicago Highlands Club,,,,,,
2878,Beverly Country Club,8700 S Western Ave,"Chicago, IL 60620-6144",Chicago,IL,UNITED STATES,60620-6144,708-636-8700,true,true,,,,,,http://www.beverlycc.org/,"8700 S Western Ave, Chicago, IL 60620, USA",The Beverly Country Club,,,,,,
2879,Rolling Meadows Golf Course,560 W Rolling Meadows Dr,"Fond Du Lac, WI 54937-8609",Fond Du Lac,WI,UNITED STATES,54937-8609,920-929-3735 ,true,true,,,,,,http://www.rollingmeadowsgolfcourse.com/,"560 W Rolling Meadows Dr, Fond du Lac, WI 54935, USA",Rolling Meadows Golf Course,,,,,,
2880,Evanston Golf Club,4401 Dempster St,"Skokie, IL 60076-2039",Skokie,IL,UNITED STATES,60076-2039,847-676-0343,true,true,,,,,,http://www.evanstongolfclub.org/,"4401 Dempster Street, Skokie, IL 60076, USA",Evanston Golf Club,,,,,,
2881,North Hills Country Club,N73w13430 Appleton Ave,"Menomonee Falls, WI 53051-4425",Menomonee Falls,WI,UNITED STATES,53051-4425,262-251-8190,true,true,,,,,,http://nhccwi.com/,"N73W13430 Appleton Ave, Menomonee Falls, WI 53051, USA",North Hills Country Club Wisconsin,,,,,,
2882,Helfrich Hills Golf Course,1550 Mesker Park Dr,"Evansville, IN 47720-8224",Evansville,IN,UNITED STATES,47720-8224,812-435-6075,true,true,,,,,,http://www.helfrichmensgolfclub.com/,"1550 Mesker Park Dr, Evansville, IN 47720, USA",Helfrich Golf Course,,,,,,
2883,Stonetree Golf Club,1600 Stonetree Dr,"Killeen, TX 76543-5537",Killeen,TX,UNITED STATES,76543-5537,254-501-6570,true,true,,,,,,https://www.golfkilleen1.com/,"1600 Stonetree Dr, Killeen, TX 76543, USA",Stonetree Golf Club,,,,,,
2884,Wildflower Country Club,4902 Wildflower Ln,"Temple, TX 76502-4804",Temple,TX,UNITED STATES,76502-4804,254-771-1477,true,true,,,,,,http://www.clubcorp.com/Clubs/Wildflower-Country-Club,"4902 Wildflower Ln, Temple, TX 76502, USA",Wildflower Country Club,,,,,,
2885,Roosevelt Golf Course,1155 Club House Dr,"Roosevelt, UT 84066-2206",Roosevelt,UT,UNITED STATES,84066-2206,435-722-9644 ,true,true,,,,,,http://www.golfrooseveltcity.com/,"1155 Club House Dr, Roosevelt, UT 84066, USA",Roosevelt Golf Course,,,,,,
2886,Quit Qui Oc Golf Club,500 Quit Qui Oc Ln,"Elkhart Lake, WI 53020",Elkhart Lake,WI,UNITED STATES,53020,920-876-2833 ,true,true,,,,,,https://www.quitquiocgolf.com/,"500 Quit Qui Oc Lane, Elkhart Lake, WI 53020, USA",Quit Qui Oc Golf Club & Restaurant,,,,,,
2887,Bayou De Siard Country Club,3501 Forsythe Ave,"Monroe, LA 71201-2119",Monroe,LA,UNITED STATES,71201-2119,318-322-2127,true,true,,,,,,http://bayoudesiardcc.com/,"3501 Forsythe Ave, Monroe, LA 71201, USA",Bayou Desiard Country Club,,,,,,
2888,Christmas Lake Golf Course,1182 S Clubhouse Rd,"Santa Claus, IN 47579-6371",Santa Claus,IN,UNITED STATES,47579-6371,812-544-2252 ,true,true,,,,,,http://www.christmaslake.com/,"1 Clubhouse Rd, Santa Claus, IN 47579, USA",Christmas Lake Golf Course,,,,,,
2889,Cole Park Golf Course Pro Shop,1610 101st Airborne Division Rd,"Fort Campbell, KY 42223",Fort Campbell,KY,UNITED STATES,42223,270-798-4906 ,true,true,,,,,,http://www.fortcampbellmwr.com/Recreation/ColeParkGolfCourse/index.htm,"1610 101st Airborne Division Rd, Fort Campbell, TN 42223, USA",Cole Park Golf Course,,,,,,
2890,Wood Wind Golf Club,2302 W 161st St,"Westfield, IN 46074-9625",Westfield,IN,UNITED STATES,46074-9625,317-669-8550 ,true,true,,,,,,http://www.woodwindgolf.com/,"2302 W 161st St, Westfield, IN 46074, USA",Wood Wind Golf Club,,,,,,
2891,Crooked Stick Golf Club Pro Shop,1964 Burning Tree Ln,"Carmel, IN 46032-7907",Carmel,IN,UNITED STATES,46032-7907,317-844-9928,true,true,,,,,,http://crookedstick.org/,"1964 Burning Tree Ln, Carmel, IN 46032, USA",Crooked Stick Golf Club,,,,,,
2892,Purple Sage Golf Course Pro Shop,401 Kindler Dr,"Evanston, WY 82930-3154",Evanston,WY,UNITED STATES,82930-3154,307-789-2383,true,true,,,,,,http://www.purplesagegc.com/,"401 Kindler Dr, Evanston, WY 82930, USA",Purple Sage Golf Course,,,,,,
2893,The Sagamore Club,10900 Golden Bear Way,"Noblesville, IN 46060-7148",Noblesville,IN,UNITED STATES,46060-7148,317-776-2000 ,true,true,,,,,,http://thesagamoreclub.com/,"10900 Golden Bear Way, Noblesville, IN 46060, USA",The Sagamore Club,,,,,,
2894,Riverhill Country Club Lp,100 Riverhill Club Ln,"Kerrville, TX 78028-6417",Kerrville,TX,UNITED STATES,78028-6417,830-792-1143 ,true,true,,,,,,http://riverhillcc.com/,"100 Riverhill Club Ln E, Kerrville, TX 78028, USA",Riverhill Country Club Inc,,,,,,
2895,Maplecrest Country Club,611 Hackett Rd,"Goshen, IN 46528-2707",Goshen,IN,UNITED STATES,46528-2707,574-533-3079 ,true,true,,,,,,http://www.maplecrestcountryclub.org/,"611 Hackett Rd, Goshen, IN 46528, USA",Maplecrest Country Club,,,,,,
2896,Bear Lake West Golf & Country Club,554 Lewis Loop,"Fish Haven, ID 83287-5005",Fish Haven,ID,UNITED STATES,83287-5005,208-945-2744,true,true,,,,,,http://www.bearlakewestgolf.com/,"554 Lewis Loop, Fish Haven, ID 83287, USA",Bear Lake West Golf Course,,,,,,
2897,Malone Golf Academy,640 Old Hickory Blvd,"Old Hickory, TN 37138-3161",Old Hickory,TN,UNITED STATES,37138-3161,615-268-6863 ,true,true,,,,,,https://malonegolfacademy.com/,"640 Old Hickory Blvd, Old Hickory, TN 37138, USA",Malone Golf Academy,,,,,,
2898,Gladstan Golf Course Pro Shop,1 Gladstan Dr,"Payson, UT 84651-9599",Payson,UT,UNITED STATES,84651-9599,801-465-2549,true,true,,,,,,http://gladstan.com/,"1 Gladstan Dr, Payson, UT 84651, USA",Gladstan Golf Course,,,,,,
2899,Impact Precision Golf Inc,145 Cypresswood Dr,"Spring, TX 77388-6034",Spring,TX,UNITED STATES,77388-6034,281-799-9657 ,true,true,,,,,,http://www.impactprecisiongolf.com/,"145 Cypresswood Dr, Spring, TX 77388, USA",Impact Precision Golf,,,,,,
2901,Logan Country Club,710 N 1500 E,"Logan, UT 84321-4358",Logan,UT,UNITED STATES,84321-4358,435-753-6050 ,true,true,,,,,,http://logancountryclub.com/,"710 N 1500 E, Logan, UT 84321, USA",Logan Country Club,,,,,,
2902,Valley View Golf Course,2501 E Gentile St,"Layton, UT 84040-7502",Layton,UT,UNITED STATES,84040-7502,801-546-1630,true,true,,,,,,http://www.valleyviewutah.com/,"2501 E Gentile St, Layton, UT 84040, USA",Valley View Golf Course,,,,,,
2903,Birch Creek Golf Club,550 E 100 N,"Smithfield, UT 84335-1154",Smithfield,UT,UNITED STATES,84335-1154,435-563-6825,true,true,,,,,,http://www.birchcreekgolf.com/,"550 E 100 N, Smithfield, UT 84335, USA",Birch Creek Golf Course,,,,,,
2904,Lakeside Golf Course,1201 N 1100 W,"West Bountiful, UT 84087-1832",West Bountiful,UT,UNITED STATES,84087-1832,801-295-1019 ,true,true,,,,,,http://www.lakesidegolfcourse.com/,"1201 N 1100 W, West Bountiful, UT 84087, USA",Lakeside Golf Course,,,,,,
2905,Thousand Oaks Golf Club,4100 Thousand Oaks Ne,"Grand Rapids, MI 49525-9409",Grand Rapids,MI,UNITED STATES,49525-9409,616-447-7750 X101,true,true,,,,,,http://www.thousandoaksgolf.com/,"4100 Thousand Oaks Dr NE, Grand Rapids, MI 49525, USA",Thousand Oaks Golf Club,,,,,,
2906,Hubbard Golf Course,7005 Golf Course Dr,"Hill Afb, UT 84056-5123",Hill Afb,UT,UNITED STATES,84056-5123,801-777-3272,true,true,,,,,,http://www.75fss.com/golf,"7005 Golf Course Dr, Hill AFB, UT 84056, USA",Hubbard Golf Course,,,,,,
2907,White Barn Golf Course,305 W Pleasant View Dr,"Ogden, UT 84414-2117",Ogden,UT,UNITED STATES,84414-2117,801-782-7320,true,true,,,,,,http://www.thebarngolfclub.com/,"305 W Pleasant View Dr, Ogden, UT 84414, USA",Barn Golf Course,,,,,,
2908,Schneiters Riverside Golf,5460 S Weber Dr,"Ogden, UT 84405-9740",Ogden,UT,UNITED STATES,84405-9740,801-399-4636,true,true,,,,,,http://www.schneitersgolf.com/,"5460 S Weber Dr, Ogden, UT 84405, USA",Schneiter's Riverside Golf,,,,,,
2909,Saddle Creek Golf Club,1480 Fayetteville Hwy,"Lewisburg, TN 37091-3580",Lewisburg,TN,UNITED STATES,37091-3580,931-422-2014 ,true,true,,,,,,http://www.saddlecreekgc.com/,"1480 Fayetteville Hwy, Lewisburg, TN 37091, USA",Saddle Creek Golf Club,,,,,,
2910,The Polo Field Practice Facility,915 E Mulberry Ave,"San Antonio, TX 78212-3153",San Antonio,TX,UNITED STATES,78212-3153,210-736-9592,true,true,,,,,,http://www.golfsanantonio.org/,"915 E Mulberry Ave, San Antonio, TX 78212, USA",Polo Field Golf Center,,,,,,
2911,Cove View Golf Course,1315 W 1800 S,"Richfield, UT 84701-7065",Richfield,UT,UNITED STATES,84701-7065,435-896-9987 ,true,true,,,,,,http://coveviewgolf.com/,"1315 W 1800 S, Richfield, UT 84701, USA",Cove View Golf Course,,,,,,
2912,Lake Charles Country Club,3350 Country Club Dr,"Lake Charles, LA 70605-5969",Lake Charles,LA,UNITED STATES,70605-5969,337-479-0486,true,true,,,,,,http://lakecharlescountryclub.com/,"3350 Country Club Dr, Lake Charles, LA 70605, USA",Lake Charles Country Club,,,,,,
2913,Sandcreek Golf Course,6343 S Holmes Ave,"Idaho Falls, ID 83404-7621",Idaho Falls,ID,UNITED STATES,83404-7621,208-612-8115,true,true,,,,,,http://www.golfif.com/,"5200 S 25th E, Idaho Falls, ID 83404, USA",Sand Creek Golf Course,,,,,,
2915,Forest Akers Golf Course,2231 S Harrison Rd,"East Lansing, MI 48823-5251",East Lansing,MI,UNITED STATES,48823-5251,517-355-1635,true,true,,,,,,http://golf.msu.edu/,"2231 S Harrison Rd, East Lansing, MI 48823, USA",Forest Akers East Golf Course,,,,,,
2916,Lexington CC,2550 Paris Pike,"Lexington, KY 40511-8985",Lexington,KY,UNITED STATES,40511-8985,859-299-4388 ,true,true,,,,,,https://www.lexingtoncc.com/,"2550 Paris Pike, Lexington, KY 40511, USA",Lexington Country Club,,,,,,
2918,Mega Golf Center,2235 Bauer Rd Ste 5,"Batavia, OH 45103-1952",Batavia,OH,UNITED STATES,45103-1952,513-732-0684 ,true,true,,,,,,http://megagolfcenter.com/,"2235 Bauer Rd, Batavia, OH 45103, USA",MEGA GOLF Center,,,,,,
2919,Gladwin Heights Pro Shop,3551 W M 61,"Gladwin, MI 48624-9470",Gladwin,MI,UNITED STATES,48624-9470,989-426-9941,true,true,,,,,,http://www.gladwinheightsgolf.com/,"3551 M-61, Gladwin, MI 48624, USA",Gladwin Heights Golf Course,,,,,,
2920,Woodson Bend Resort,14 Woodson Cove Dr,"Bronston, KY 42518-9453",Bronston,KY,UNITED STATES,42518-9453,606-561-5316 ,true,true,,,,,,http://www.woodsonbendresort.com/,"900 Colyer Rd, Bronston, KY 42518, USA",Woodson Bend Resort,,,,,,
2921,Inverness Country Club Pro Shop,1 Country Club Dr,"Birmingham, AL 35242",Birmingham,AL,UNITED STATES,35242,205-991-8610,true,true,,,,,,http://www.iccalabama.com/,"1 Country Club Dr, Birmingham, AL 35242, USA",Inverness Country Club,,,,,,
2922,Pelican Point Golf Club,6300 Championship Ct Ste 101,"Gonzales, LA 70737-8503",Gonzales,LA,UNITED STATES,70737-8503,225-746-9900,true,true,,,,,,https://www.golfthepoint.com/,"6300 Championship Ct, Gonzales, LA 70737, USA",Pelican Point Golf & Country Club,,,,,,
2923,Greystone Golf & Country Club,4100 Greystone Dr,"Birmingham, AL 35242",Birmingham,AL,UNITED STATES,35242,205-986-5120,true,true,,,,,,http://www.greystonecc.com/,"4100 Greystone Dr, Birmingham, AL 35242, USA",Greystone Golf & Country Club,,,,,,
2924,Twin Bridges Golf Club Pro Shop,901 Riverbend Dr,"Gadsden, AL 35901",Gadsden,AL,UNITED STATES,35901,256-549-4866,true,true,,,,,,http://twinbridgesgolf.com/,"901 Riverbend Dr, Gadsden, AL 35901, USA",Twin Bridges Golf Club,,,,,,
2925,The Fortress,950 Flint St,"Frankenmuth, MI 48734-1802",Frankenmuth,MI,UNITED STATES,48734-1802,989-652-0460 ,true,true,,,,,,http://www.zehnders.com/fortress-golf-course-frankenmuth/?NCK=8777250019,"950 Flint St, Frankenmuth, MI 48734, USA",The Fortress Golf Course,,,,,,
2926,Oakcreek Country Club Pro Shop,690 Bell Rock Blvd,"Sedona, AZ 86351-8621",Sedona,AZ,UNITED STATES,86351-8621,928-284-1660 ,true,true,,,,,,https://www.oakcreekcc.com/,"690 Bell Rock Blvd, Sedona, AZ 86351, USA",Oakcreek Country Club,,,,,,
2927,Timberline Golf Club,300 Timberline Trail,"Calera, AL 35040",Calera,AL,UNITED STATES,35040,205-668-7888 ,true,true,,,,,,http://www.timberlinegc.com/,"300 Timberline Trail, Calera, AL 35040, USA",Timberline Golf Club,,,,,,
2928,Bloomfield Hills Pro Shop,350 W Long Lake Rd,"Bloomfield Hills, MI 48304-2624",Bloomfield Hills,MI,UNITED STATES,48304-2624,248-646-2626,true,true,,,,,,http://bloomfieldhillscc.org/,"350 W Long Lake Rd, Bloomfield Hills, MI 48304, USA",Bloomfield Hills Country Club,,,,,,
2929,Dead Horse Lake Golf Course,555 Frank Gardner Ln,"Knoxville, TN 37932-3355",Knoxville,TN,UNITED STATES,37932-3355,865-693-5270,true,true,,,,,,http://www.deadhorselake.com/,"555 Frank Gardner Ln, Knoxville, TN 37932, USA",Dead Horse Lake Golf Course,,,,,,
2930,Lincoln Memorial Univ Range,6965 Cumberland Gap Pkwy,"Harrogate, TN 37752-8245",Harrogate,TN,UNITED STATES,37752-8245,423-869-6335,true,true,,,,,,http://www.lmunet.edu/,"6965 Cumberland Gap Pkwy, Harrogate, TN 37752, USA",Lincoln Memorial University Bookstore,,,,,,
2931,The Valley Club,100 Club View Dr,"Hailey, ID 83333-5530",Hailey,ID,UNITED STATES,83333-5530,208-788-5400 ,true,true,,,,,,http://www.thevalleyclub.org/,"100 Club View Dr N, Hailey, ID 83333, USA",Valley Club,,,,,,
2932,Irish Hills Golf Club,7020 Newark Rd,"Mount Vernon, OH 43050-8525",Mount Vernon,OH,UNITED STATES,43050-8525,740-397-6252,true,true,,,,,,http://irishhillsgolfclub.com/,"7020 Newark Rd, Mt Vernon, OH 43050, USA",Irish Hills Golf Club,,,,,,
2933,Sun Valley Resort Golf Club,125 Senabi Ln,"Sun Valley, ID 83353",Sun Valley,ID,UNITED STATES,83353,208-622-2271,true,true,,,,,,https://www.sunvalley.com/things-to-do/golf/,"200 Trail Creek Road, Sun Valley, ID 83353, USA",Sun Valley Golf Course,,,,,,
2934,Bentwater Golf Club Pro Shop,100 Golf Links Dr,"Acworth, GA 30101-8594",Acworth,GA,UNITED STATES,30101-8594,770-529-9554,true,true,,,,,,http://www.clubcorp.com/Clubs/Eagle-Watch-Bentwater,"100 Golf Links Dr, Acworth, GA 30101, USA",Bentwater Golf Club,,,,,,
2935,Sunset Hills Country Club,One Club Dr,"Carrollton, GA 30117",Carrollton,GA,UNITED STATES,30117,770-834-6656 X213,true,true,,,,,,http://www.sunsethillscc.com/,"1 W Club Dr, Carrollton, GA 30117, USA",Sunset Hills Country Club,,,,,,
2936,Golf and Conference Resort,2727 W Club Dr,"Tucson, AZ 85742-9766",Tucson,AZ,UNITED STATES,85742-9766,520-877-2321 ,true,true,,,,,,https://www.omnihotels.com/hotels/tucson-national?utm_source=GMBlisting&utm_medium=organic,"2727 W Club Dr, Tucson, AZ 85742, USA",Omni Tucson National Resort,,,,,,
2937,Oak Mountain Championship Golf Club,409 Birkdale Blvd,"Carrollton, GA 30116-6069",Carrollton,GA,UNITED STATES,30116-6069,770-834-7065,true,true,,,,,,http://www.oakmountainchampionshipgolf.com/,"409 Birkdale Blvd, Carrollton, GA 30116, USA",Oak Mountain Golf Club,,,,,,
2938,Chapel Hills Country Club,3300 Golf Ridge Blvd,"Douglasville, GA 30135-1933",Douglasville,GA,UNITED STATES,30135-1933,770-949-0030 ,true,true,,,,,,http://www.clubcorp.com/Clubs/Chapel-Hills-Mirror-Lake,"3300 Golf Ridge Blvd, Douglasville, GA 30135, USA",Chapel Hills Golf Club,,,,,,
2939,Crystal Falls Golf Club,416 Crystal Falls Fairway,"Dawsonville, GA 30534-5018",Dawsonville,GA,UNITED STATES,30534-5018,770-894-4972 ,true,true,,,,,,http://www.crystalfallsinfo.com/,"416 Crystal Falls Fairway, Dawsonville, GA 30534, USA",Crystal Falls Lake and Golf Club,,,,,,
2940,Laurel Springs Golf Club Pro Shop,6400 Golf Club Dr,"Suwanee, GA 30024",Suwanee,GA,UNITED STATES,30024,770-884-0064,true,true,,,,,,http://www.clubcorp.com/Clubs/Laurel-Springs-Golf-Club/,"6400 Golf Club Drive, Suwanee, GA 30024, USA",Laurel Springs Golf Club,,,,,,
2941,White Water Creek Golf Club,175 Birkdale Dr,"Fayetteville, GA 30215-2709",Fayetteville,GA,UNITED STATES,30215-2709,770-460-0877,true,true,,,,,,http://www.clubcorp.com/Clubs/Flat-Creek-Whitewater-Planterra-Braelinn,"175 Birkdale Dr, Fayetteville, GA 30215, USA",Whitewater Creek Country Club,,,,,,
2942,Chicopee Woods Golf Course,2515 Atlanta Hwy,"Gainesville, GA 30504-8260",Gainesville,GA,UNITED STATES,30504-8260,770-534-7322 ,true,true,,,,,,http://www.chicopeewoodsgolfcourse.com/,"2515 Atlanta Hwy, Gainesville, GA 30504, USA",Chicopee Woods Golf Course,,,,,,
2943,Hamilton Mill Golf Club Pro Shop,1995 Hamilton Mill Pkwy,"Dacula, GA 30019-2996",Dacula,GA,UNITED STATES,30019-2996,770-904-3729,true,true,,,,,,http://www.clubcorp.com/Clubs/Hamilton-Mill-Braselton,"1995 Hamilton Mill Pkwy, Dacula, GA 30019, USA",Hamilton Mill Golf Club,,,,,,
2944,Apple Mountain Golf Course,901 Rockford Creek Rd,"Clarkesville, GA 30523-4822",Clarkesville,GA,UNITED STATES,30523-4822,706-754-2255,true,true,,,,,,http://www.applemountaingolfga.com/,"901 Rock Ford Creek Rd, Clarkesville, GA 30523, USA",Apple Mountain Resort & Golf Club,,,,,,
2945,Mountaintop Golf & Lake Club,1638 High Mountain Dr,"Cashiers, NC 28717",Cashiers,NC,UNITED STATES,28717,828-743-5195,true,true,,,,,,http://mountaintopgolfclub.com/,"1638 High Mountain Dr, Cashiers, NC 28717, USA",Mountaintop Golf & Lake Club,,,,,,
2946,Legends at Chateau Elan,5473 Legends Dr,"Braselton, GA 30517-4019",Braselton,GA,UNITED STATES,30517-4019,770-932-8653,true,true,,,,,,http://www.chateauelan.com/,"5473 Legends Dr, Braselton, GA 30517, USA",Legends Golf Course,,,,,,
2947,The Country Club of Sapphire Valley,120 Handicap Dr,"Sapphire, NC 28774-8618",Sapphire,NC,UNITED STATES,28774-8618,828-743-2462 ,true,true,,,,,,https://www.ccsapphirevalley.org/,"120 Handicap Drive, Sapphire, NC 28774, USA",The Country Club of Sapphire Valley,,,,,,
2948,The Georgia Club,1050 Chancellors Dr,"Statham, GA 30666-2618",Statham,GA,UNITED STATES,30666-2618,770-725-8100 ,true,true,,,,,,http://www.thegeorgiaclub.com/,"1050 Chancellors Dr, Statham, GA 30666, USA",The Georgia Club,,,,,,
2949,Gator Lakes Golf Course,91300 Walk Up Ln,"Hurlburt Field, FL 32544",Hurlburt Field,FL,UNITED STATES,32544,850-881-2251,true,true,,,,,,http://www.myhurlburt.com/pages/golf.html,"403 Walkup Way, Bldg. 91300, Hurlburt Field, FL 32544, USA",Gator Lakes Golf Course,,,,,,
2950,Clemson University,110 Madren Center Dr,"Clemson, SC 29634",Clemson,SC,UNITED STATES,29634,864-656-0236,true,true,,,,,,http://clemson.edu/,"Clemson, SC 29634, USA",Clemson University,,,,,,
2951,The Club at River Forest,1 Clubhouse Dr,"Forsyth, GA 31029-6106",Forsyth,GA,UNITED STATES,31029-6106,478-974-0974,true,true,,,,,,http://www.clubcorp.com/Clubs/River-Forest-Healy-Point,"1 Clubhouse Drive, Forsyth, GA 31029, USA",River Forest Golf Club,,,,,,
2952,Vegas Golf Inc,4760 W Sahara Ave Ste 3,"Las Vegas, NV 89102-3564",Las Vegas,NV,UNITED STATES,89102-3564,702-873-8077 ,true,true,,,,,,https://vegasgolfinc.com/,"4760 W Sahara Ave Suite #3, Las Vegas, NV 89102, USA",Vegas Golf Inc.,,,,,,
2953,Elk River Club,1000 Clubhouse Dr,"Banner Elk, NC 28604",Banner Elk,NC,UNITED STATES,28604,828-898-9775,true,true,,,,,,http://elkriverclubnc.com/,"1000 Club House Dr, Banner Elk, NC 28604, USA",Elk River Club,,,,,,
2954,Blowing Rock Country Club,200 Country Club Dr,"Blowing Rock, NC 28605-9218",Blowing Rock,NC,UNITED STATES,28605-9218,828-295-7311,true,true,,,,,,http://www.blowingrockcountryclub.com/,"200 Country Club Dr, Blowing Rock, NC 28605, USA",Blowing Rock Country Club,,,,,,
2955,Oakland Beach Golf Club,Oakland Beach Drive East Side,"Conneaut Lake, PA 16316",Conneaut Lake,PA,UNITED STATES,16316,814-382-5665,true,true,,,,,,http://www.oaklandbeach.com/,"11866 Oakland Beach Rd, Conneaut Lake, PA 16316, USA",Oakland Beach Golf Course,,,,,,
2956,Olde Stonewall Golf Club,1495 Mercer Rd,"Ellwood City, PA 16117-5021",Ellwood City,PA,UNITED STATES,16117-5021,724-752-4653,true,true,,,,,,https://www.oldestonewall.com/,"1495 Mercer Rd, Ellwood City, PA 16117, USA",Olde Stonewall Golf Club,,,,,,
2957,Sharks Tooth Golf Club,2003 Wild Heron Way,"Panama City Beach, FL 32413-1547",Panama City Beach,FL,UNITED STATES,32413-1547,850-249-3041,true,true,,,,,,http://sharkstoothgolfclub.com/,"2003 Wild Heron Way, Panama City Beach, FL 32413, USA",Shark’s Tooth Golf Club,,,,,,
2958,Lawrence Park Golf Club Pro Shop,3700 E Lake Rd,"Erie, PA 16511-1347",Erie,PA,UNITED STATES,16511-1347,814-899-1600,true,true,,,,,,http://lawrenceparkgc.com/,"3700 E Lake Rd, Erie, PA 16511, USA",Lawrence Park Pro Shop,,,,,,
2959,Butler Country Club,310 Country Club Rd,"Butler, PA 16002-7618",Butler,PA,UNITED STATES,16002-7618,724-586-7701,true,true,,,,,,http://www.butlercc.org/,"310 Country Club Road, Butler, PA 16002, USA",Butler Country Club,,,,,,
2960,Scotch Pines Pro Shop,10610 Scotch Pines Rd,"Payette, ID 83661-5032",Payette,ID,UNITED STATES,83661-5032,208-642-1829,true,true,,,,,,http://scotchpinesgolf.com/,"10610 Scotch Pines Rd, Payette, ID 83661, USA",Scotch Pines Golf Course,,,,,,
2961,Gaston Country Club,3700 Country Club Dr,"Gastonia, NC 28056-6609",Gastonia,NC,UNITED STATES,28056-6609,704-867-9561,true,true,,,,,,http://www.gastoncc.com/,"3700 Country Club Dr, Gastonia, NC 28056, USA",Gaston Country Club,,,,,,
2962,Pilot Knob Park Inc,450 Club House Dr,"Pilot Mountain, NC 27041-8469",Pilot Mountain,NC,UNITED STATES,27041-8469,336-368-2828,true,true,,,,,,http://www.pkpgolf.com/,"450 Club House Dr, Pilot Mountain, NC 27041, USA",Pilot Knob Park Country Club,,,,,,
2963,Glengarry Pro Shop,168 Lentz Rd,"Latrobe, PA 15650-3978",Latrobe,PA,UNITED STATES,15650-3978,724-423-4653 ,true,true,,,,,,http://www.golfglengarry.com/,"168 Lentz Rd, Latrobe, PA 15650, USA",Glengarry Golf Links,,,,,,
2964,Indian Canyon,1001 S Assembly Rd,"Spokane, WA 99224-4820",Spokane,WA,UNITED STATES,99224-4820,509-747-5353,true,true,,,,,,https://my.spokanecity.org/golf/courses/indian-canyon/,"1000 S Assembly Rd, Spokane, WA 99224, USA",Indian Canyon Golf Course,,,,,,
2965,Lexington Golf Shop,200 Country Club Blvd,"Lexington, NC 27292-5443",Lexington,NC,UNITED STATES,27292-5443,336-248-3950,true,true,,,,,,http://www.golfexchange.com/,"3069 Richmond Rd, Lexington, KY 40509, USA",Golf Exchange - Lexington,,,,,,
2966,High Point Country Club,916 Abbotts Creek Church Rd,"High Point, NC 27265-7502",High Point,NC,UNITED STATES,27265-7502,336-869-2416 ,true,true,,,,,,http://www.hpcountryclub.com/,"454 Abbotts Creek Church Rd, High Point, NC 27265, USA",High Point Country Club Inc,,,,,,
2967,Oak Hollow Golf Course,3400 N Centennial St,"High Point, NC 27265-2287",High Point,NC,UNITED STATES,27265-2287,336-883-3260,true,true,,,,,,http://www.oakhollowgc.com/,"3400 N Centennial St, High Point, NC 27265, USA",Oak Hollow Golf Course,,,,,,
2968,Heritage Oaks Golf Course,680 Garbers Church Rd,"Harrisonburg, VA 22801-8412",Harrisonburg,VA,UNITED STATES,22801-8412,540-442-6502 ,true,true,,,,,,http://www.heritageoaksgolf.com/,"680 Garbers Church Rd, Harrisonburg, VA 22801, USA",Heritage Oaks Golf Course,,,,,,
2969,Heritage Palms Golf Course Pro Shop,44 291 A Heritage Palms Dr S,"Indio, CA 92201",Indio,CA,UNITED STATES,92201,760-772-7334,true,true,,,,,,http://heritagepalmsindio.com/,"44291 S Heritage Palms Dr, Indio, CA 92201, USA",Heritage Palms Golf Club,,,,,,
2970,Tradition Golf Club,78505 Old Ave 52,"La Quinta, CA 92253",La Quinta,CA,UNITED STATES,92253,760-564-8723 ,true,true,,,,,,http://www.traditiongc.com/,"78505 Old Avenue 52, La Quinta, CA 92253, USA",Tradition Golf Club,,,,,,
2971,Desert Horizons Country Club,44900 Desert Horizons Dr,"Indian Wells, CA 92210-7401",Indian Wells,CA,UNITED STATES,92210-7401,760-340-4646,true,true,,,,,,http://www.deserthorizonscc.com/,"44900 Desert Horizons Dr, Indian Wells, CA 92210, USA",Desert Horizons Country Club,,,,,,
2972,Country Club of Orangeburg Pro Shop,2745 Griffith Dr,"Orangeburg, SC 29118-4083",Orangeburg,SC,UNITED STATES,29118-4083,803-534-6069,true,true,,,,,,http://www.orangeburgcc.com/,"2745 Griffith Dr NW, Orangeburg, SC 29118, USA",Orangeburg Country Club,,,,,,
